min,mean,max,t+1
1459.0,1857.1947199999838,4095.9,1879.17
1459.0,1857.0196899999842,4095.9,1886.11
1459.0,1856.8725899999843,4095.9,1847.21
1459.0,1856.7953599999842,4095.9,1829.15
1459.0,1856.7555699999846,4095.9,1791.33
1459.0,1856.7877399999843,4095.9,1792.24
1459.0,1856.8838499999842,4095.9,1729.11
1459.0,1857.0254499999844,4095.9,1744.45
1459.0,1857.2174099999843,4095.9,1699.10
1459.0,1857.4370599999843,4095.9,1675.5
1459.0,1857.6642999999842,4095.9,1670.2
1459.0,1857.9062799999842,4095.9,1687.7
1459.0,1858.0894799999842,4095.9,1663.4
1459.0,1858.236479999984,4095.9,1689.6
1459.0,1858.3299399999842,4095.9,1746.11
1459.0,1858.331779999984,4095.9,1758.20
1459.0,1858.3003799999838,4095.9,1779.15
1459.0,1858.178839999984,4095.9,1808.60
1459.0,1858.0481899999836,4095.9,1868.8
1459.0,1857.8855999999837,4095.9,1857.16
1459.0,1857.708499999984,4095.9,1885.10
1459.0,1857.5411799999838,4095.9,1872.39
1459.0,1857.396679999984,4095.9,1860.5
1459.0,1857.2440799999838,4095.9,1796.10
1459.0,1857.1781599999836,4095.9,1782.16
1459.0,1857.1462299999835,4095.9,1717.10
1459.0,1857.2007299999834,4095.9,1680.22
1459.0,1857.3064299999837,4095.9,1648.14
1459.0,1857.4418899999837,4095.9,1619.4
1459.0,1857.6085899999835,4095.9,1641.2
1459.0,1857.7760999999837,4095.9,1648.15
1459.0,1857.8689099999835,4095.9,1676.2
1459.0,1857.9867099999838,4095.9,1699.11
1459.0,1858.0506699999837,4095.9,1748.2
1459.0,1858.0569999999834,4095.9,1802.16
1459.0,1858.0734399999835,4095.9,1825.22
1459.0,1858.0454699999832,4095.9,1847.22
1459.0,1858.0417399999833,4095.9,1866.18
1459.0,1858.0294599999831,4095.9,1851.19
1459.0,1858.0529199999833,4095.9,1795.16
1459.0,1858.151079999983,4095.9,1763.15
1459.0,1858.2849699999829,4095.9,1712.39
1459.0,1858.514319999983,4095.9,1711.6
1459.0,1858.777259999983,4095.9,1616.11
1459.0,1859.089139999983,4095.9,1623.7
1459.0,1859.5560999999832,4095.9,1606.1
1459.0,1860.105989999983,4095.9,1600.9
1459.0,1860.6817599999831,4095.9,1598.6
1459.0,1861.310059999983,4095.9,1629.4
1459.0,1861.984949999983,4095.9,1654.3
1459.0,1862.705949999983,4095.9,1702.5
1459.0,1863.458849999983,4095.9,1718.8
1459.0,1864.2885699999829,4095.9,1726.14
1459.0,1865.166439999983,4095.9,1773.10
1459.0,1866.101039999983,4095.9,1773.11
1459.0,1867.208939999983,4095.9,1785.12
1459.0,1868.436039999983,4095.9,1789.27
1459.0,1869.8369399999829,4095.9,1758.21
1459.0,1871.590339999983,4095.9,1718.9
1459.0,1873.5399399999828,4095.9,1723.16
1459.0,1875.643039999983,4095.9,1662.5
1459.0,1877.890889999983,4095.9,1626.2
1459.0,1880.1830899999834,4095.9,1585.3
1459.0,1882.5272999999836,4095.9,1567.3
1459.0,1884.7568999999837,4095.9,1566.1
1459.0,1886.7924999999836,4095.9,1509
1459.0,1888.6459999999838,4095.9,1526
1459.0,1890.2604999999837,4095.9,1527.3
1459.0,1891.5563699999839,4095.9,1584.8
1459.0,1892.6312599999837,4095.9,1613.2
1459.0,1893.4191599999835,4095.9,1631.1
1459.0,1893.9612599999837,4095.9,1691.10
1459.0,1894.3107599999837,4095.9,1714.12
1459.0,1894.4616499999836,4095.9,1735.15
1459.0,1894.4556399999835,4095.9,1745.12
1459.0,1894.3146399999837,4095.9,1759.26
1459.0,1894.0730399999834,4095.9,1776.49
1459.0,1893.8169399999836,4095.9,1762.20
1459.0,1893.5409999999838,4095.9,1712.40
1459.0,1893.3160899999837,4095.9,1681.8
1459.0,1893.1341899999834,4095.9,1647.5
1459.0,1892.9983899999834,4095.9,1605.2
1459.0,1892.9532699999831,4095.9,1602.3
1459.0,1892.922339999983,4095.9,1556.1
1459.0,1892.910159999983,4095.9,1565.1
1459.0,1892.941039999983,4095.9,1519.1
1459.0,1892.9335899999828,4095.9,1498.2
1459.0,1892.9586299999826,4095.9,1523.2
1459.0,1892.9326299999827,4095.9,1563
1459.0,1892.8636899999824,4095.9,1573.6
1459.0,1892.7369299999825,4095.9,1639.10
1459.0,1892.5476299999825,4095.9,1641.3
1459.0,1892.2913099999823,4095.9,1710.3
1459.0,1892.0031099999821,4095.9,1710.4
1459.0,1891.6914099999822,4095.9,1749.17
1459.0,1891.383809999982,4095.9,1734.7
1459.0,1891.110369999982,4095.9,1745.13
1459.0,1890.8394299999818,4095.9,1759.27
1459.0,1890.6311399999818,4095.9,1719.17
1459.0,1890.454939999982,4095.9,1689.7
1459.0,1890.3697299999817,4095.9,1635.7
1459.0,1890.3511499999818,4095.9,1587.1
1459.0,1890.3828499999818,4095.9,1587.2
1459.0,1890.5073499999817,4095.9,1567.4
1459.0,1890.6526699999818,4095.9,1525.1
1459.0,1890.7637099999815,4095.9,1497.1
1459.0,1890.9109199999818,4095.9,1520.4
1459.0,1891.043729999982,4095.9,1513
1459.0,1891.1437799999817,4095.9,1554
1459.0,1891.1440099999816,4095.9,1591.1
1459.0,1891.1135799999815,4095.9,1625.3
1459.0,1891.0282699999814,4095.9,1637.6
1459.0,1890.8709599999813,4095.9,1694.5
1459.0,1890.6812099999813,4095.9,1722.12
1459.0,1890.3931099999816,4095.9,1722.13
1459.0,1890.1360099999815,4095.9,1737.7
1459.0,1889.8363099999817,4095.9,1746.12
1459.0,1889.5929799999817,4095.9,1738.7
1459.0,1889.393579999982,4095.9,1703.5
1459.0,1889.235879999982,4095.9,1663.5
1459.0,1889.1407799999818,4095.9,1616.12
1459.0,1889.094749999982,4095.9,1575.3
1459.0,1889.116129999982,4095.9,1565.2
1459.0,1889.2262099999818,4095.9,1535.20
1459.0,1889.3781399999818,4095.9,1535.21
1459.0,1889.5185399999818,4095.9,1558.1
1459.0,1889.691139999982,4095.9,1596.1
1459.0,1889.8031799999817,4095.9,1629.5
1459.0,1889.8831599999817,4095.9,1651.11
1459.0,1889.9253599999818,4095.9,1690.3
1459.0,1889.8465899999817,4095.9,1759.28
1459.0,1889.6832999999817,4095.9,1776.50
1459.0,1889.4686999999817,4095.9,1773.12
1459.0,1889.2186999999817,4095.9,1809.22
1459.0,1888.9787199999819,4095.9,1806.13
1459.0,1888.738519999982,4095.9,1813.14
1459.0,1888.543819999982,4095.9,1781.25
1459.0,1888.424219999982,4095.9,1749.18
1459.0,1888.3602599999815,4095.9,1724.5
1459.0,1888.3442599999817,4095.9,1699.12
1459.0,1888.4062599999816,4095.9,1659.11
1459.0,1888.5397999999814,4095.9,1664.18
1459.0,1888.7138099999813,4095.9,1627.1
1459.0,1888.9169099999815,4095.9,1646.6
1459.0,1889.1019999999817,4095.9,1633.8
1459.0,1889.2710999999817,4095.9,1675.6
1459.0,1889.402509999982,4095.9,1683.7
1459.0,1889.5134999999818,4095.9,1731.18
1459.0,1889.5474599999818,4095.9,1790.17
1459.0,1889.493479999982,4095.9,1808.61
1459.0,1889.3782499999818,4095.9,1846.14
1459.0,1889.2252399999818,4095.9,1857.17
1459.0,1889.036419999982,4095.9,1886.12
1459.0,1888.8558199999818,4095.9,1899.15
1459.0,1888.654779999982,4095.9,1914.10
1459.0,1888.5143799999819,4095.9,1873.19
1459.0,1888.444709999982,4095.9,1883.10
1459.0,1888.390019999982,4095.9,1858.17
1459.0,1888.418519999982,4095.9,1818.15
1459.0,1888.529069999982,4095.9,1786.18
1459.0,1888.6950099999822,4095.9,1760.18
1459.0,1888.8880499999818,4095.9,1744.46
1459.0,1889.1017099999817,4095.9,1715.13
1459.0,1889.3085999999817,4095.9,1691.11
1459.0,1889.4986099999817,4095.9,1696
1459.0,1889.6313399999817,4095.9,1725.9
1459.0,1889.7433299999818,4095.9,1765.14
1459.0,1889.7429099999817,4095.9,1782.17
1459.0,1889.6752499999816,4095.9,1803.19
1459.0,1889.5265899999815,4095.9,1847.23
1459.0,1889.3309899999815,4095.9,1870.12
1459.0,1889.0826999999815,4095.9,1917.19
1459.0,1888.8137999999815,4095.9,1919.20
1459.0,1888.5817899999813,4095.9,1942.14
1459.0,1888.3479899999813,4095.9,1930.8
1459.0,1888.1414899999813,4095.9,1920.24
1459.0,1888.0207899999812,4095.9,1927.19
1459.0,1888.0279999999814,4095.9,1861.6
1459.0,1888.1169199999815,4095.9,1835.19
1459.0,1888.2884599999813,4095.9,1799.15
1459.0,1888.5043799999814,4095.9,1787.21
1459.0,1888.7232899999817,4095.9,1757.13
1459.0,1888.9661999999819,4095.9,1723.17
1459.0,1889.1520099999818,4095.9,1733.14
1459.0,1889.351929999982,4095.9,1735.16
1459.0,1889.465749999982,4095.9,1733.15
1459.0,1889.495949999982,4095.9,1734.8
1459.0,1889.457689999982,4095.9,1762.21
1459.0,1889.3127199999817,4095.9,1822.12
1459.0,1889.0756199999817,4095.9,1856.24
1459.0,1888.7421199999817,4095.9,1889.10
1459.0,1888.3804199999818,4095.9,1906.10
1459.0,1888.0024199999818,4095.9,1911.7
1459.0,1887.5711199999819,4095.9,1936.44
1459.0,1887.1742299999821,4095.9,1926.11
1459.0,1886.776929999982,4095.9,1932.9
1459.0,1886.421629999982,4095.9,1921.11
1459.0,1886.0813999999823,4095.9,1886.13
1459.0,1885.7661999999823,4095.9,1839.18
1459.0,1885.4150999999822,4095.9,1823.19
1459.0,1885.017129999982,4095.9,1791.34
1459.0,1884.587289999982,4095.9,1755.15
1459.0,1884.0174899999818,4095.9,1739.19
1459.0,1883.3448999999816,4095.9,1712.41
1459.0,1882.5043999999818,4095.9,1735.17
1459.0,1881.4985999999817,4095.9,1728.9
1459.0,1880.2947299999817,4095.9,1735.18
1459.0,1878.8178899999816,4095.9,1775.21
1459.0,1877.0647899999815,4095.9,1812.14
1459.0,1875.1314899999813,4095.9,1856.25
1459.0,1872.9038899999812,4095.9,1873.20
1459.0,1870.4425899999812,4095.9,1887.12
1459.0,1867.9625899999812,4095.9,1918.14
1459.0,1865.4359899999813,4095.9,1915.16
1459.0,1862.9385899999813,4095.9,1932.10
1459.0,1860.4457899999813,4095.11,1903.19
1459.0,1857.9953899999814,4095.11,1861.7
1459.0,1855.6785099999815,4095.11,1847.24
1459.0,1853.5547099999815,4095.11,1835.20
1459.0,1851.6812099999815,4095.11,1790.18
1459.0,1850.0804999999814,4095.11,1745.14
1459.0,1848.7035999999814,4095.11,1703.6
1459.0,1847.4997799999815,4095.11,1671.9
1459.0,1846.5379399999813,4095.11,1680.23
1459.0,1845.6940599999814,4095.11,1700.3
1459.0,1845.0142599999813,4095.11,1741.8
1459.0,1844.4023799999816,4095.11,1807.21
1459.0,1843.8581799999815,4095.11,1872.40
1459.0,1843.3713799999814,4095.11,1873.21
1459.0,1843.0056799999816,4095.11,1899.16
1459.0,1842.6707099999817,4095.11,1935.16
1459.0,1842.3907399999816,4095.11,1916.5
1459.0,1842.1265899999817,4095.11,1890.12
1459.0,1841.9782799999816,4095.11,1872.41
1459.0,1841.8774099999814,4095.11,1871.22
1459.0,1841.9097099999815,4095.11,1808.62
1459.0,1842.0846099999817,4095.11,1778.16
1459.0,1842.2784099999815,4095.11,1734.9
1459.0,1842.5482099999815,4095.11,1714.13
1489.0,1842.8753599999816,4095.11,1695.11
1504.0,1843.1764999999814,4095.11,1706.4
1504.0,1843.4064999999814,4095.11,1721.7
1504.0,1843.5976499999813,4095.11,1791.35
1504.0,1843.7361499999813,4095.11,1806.14
1504.0,1843.7854499999814,4095.11,1851.20
1504.0,1843.7628499999812,4095.11,1860.6
1504.0,1843.6916199999812,4095.11,1915.17
1504.0,1843.5437199999812,4095.11,1930.9
1504.0,1843.3515899999816,4095.11,1939.16
1504.0,1843.1358199999815,4095.11,1950.17
1504.0,1842.9071799999813,4095.11,1920.25
1504.0,1842.7183799999812,4095.11,1922.10
1504.0,1842.5415799999814,4095.11,1883.11
1504.0,1842.4009499999815,4095.11,1843.14
1504.0,1842.3596799999816,4095.11,1830.11
1504.0,1842.3630499999817,4095.11,1771.12
1504.0,1842.3972499999816,4095.11,1774.12
1504.0,1842.4866499999816,4095.11,1731.19
1504.0,1842.6207799999816,4095.11,1749.19
1504.0,1842.7658899999817,4095.11,1719.18
1504.0,1842.9428099999816,4095.11,1756.3
1504.0,1843.0524399999815,4095.11,1771.13
1504.0,1843.1529399999815,4095.11,1789.28
1504.0,1843.1736799999815,4095.11,1808.63
1504.0,1843.1758799999816,4095.11,1888.11
1504.0,1843.0933799999816,4095.11,1883.12
1504.0,1842.9405699999813,4095.11,1894.12
1504.0,1842.7422699999813,4095.11,1926.12
1504.0,1842.5016299999816,4095.11,1939.17
1504.0,1842.2456299999815,4095.11,1938.9
1504.0,1841.9734399999816,4095.11,1937.20
1504.0,1841.7374099999818,4095.11,1907.10
1504.0,1841.5214599999817,4095.11,1910.15
1504.0,1841.361459999982,4095.11,1875.15
1504.0,1841.312459999982,4095.11,1847.25
1504.0,1841.3145599999818,4095.11,1808.64
1504.0,1841.3634099999817,4095.11,1764.8
1504.0,1841.4463099999816,4095.11,1744.47
1504.0,1841.5556099999817,4095.11,1757.14
1504.0,1841.7461999999816,4095.11,1750.12
1504.0,1841.8995999999818,4095.11,1744.48
1504.0,1842.0217199999818,4095.11,1776.51
1504.0,1842.0874199999819,4095.11,1825.23
1504.0,1842.1063299999817,4095.11,1869.12
1504.0,1842.0869499999817,4095.11,1914.11
1504.0,1841.9817499999817,4095.11,1917.20
1504.0,1841.8252999999816,4095.11,1968.35
1504.0,1841.6356799999814,4095.11,1979.20
1504.0,1841.3627499999816,4095.11,2036.4
1504.0,1841.0889799999816,4095.11,2007.8
1504.0,1840.8338799999815,4095.11,2001.7
1504.0,1840.5869699999814,4095.11,1994.9
1504.0,1840.3876699999812,4095.11,1936.45
1504.0,1840.2672699999812,4095.11,1898.14
1504.0,1840.1750699999811,4095.11,1891.13
1504.0,1840.1733699999813,4095.11,1831.20
1504.0,1840.2444299999813,4095.11,1794.24
1504.0,1840.3580599999812,4095.11,1799.16
1504.0,1840.5295099999812,4095.11,1787.22
1504.0,1840.6805599999811,4095.11,1782.18
1504.0,1840.875879999981,4095.11,1797.15
1504.0,1841.0216999999811,4095.11,1797.16
1504.0,1841.138499999981,4095.11,1816.1
1504.0,1841.2053899999808,4095.11,1870.13
1504.0,1841.2174199999808,4095.11,1906.11
1504.0,1841.183379999981,4095.11,1921.12
1504.0,1841.0773999999808,4095.11,1954.11
1504.0,1840.9172599999806,4095.11,1970.23
1504.0,1840.7371599999808,4095.11,1996.2
1504.0,1840.491359999981,4095.11,1982.5
1504.0,1840.2733999999805,4095.11,1999.12
1504.0,1840.0647699999806,4095.11,1951.17
1504.0,1839.8979599999807,4095.11,1936.46
1504.0,1839.8136299999808,4095.11,1903.20
1504.0,1839.7541899999806,4095.11,1876.13
1504.0,1839.8225399999806,4095.11,1850.15
1504.0,1839.9636099999802,4095.11,1818.16
1504.0,1840.13290999998,4095.11,1806.15
1504.0,1840.3722299999802,4095.11,1776.52
1504.0,1840.61288999998,4095.11,1781.26
1504.0,1840.90744999998,4095.11,1765.15
1504.0,1841.1818499999802,4095.11,1830.12
1504.0,1841.44160999998,4095.11,1858.18
1504.0,1841.6570099999801,4095.11,1968.36
1504.0,1841.8180099999802,4095.11,1975.19
1504.0,1841.8979999999801,4095.11,2000.23
1504.0,1841.85554999998,4095.11,1978.10
1504.0,1841.8236599999798,4095.11,1968.37
1504.0,1841.76268999998,4095.11,1926.13
1504.0,1841.6769599999798,4095.11,1904.27
1504.0,1841.6080199999794,4095.11,1882.4
1504.0,1841.6830899999795,4095.11,1855.12
1504.0,1841.8284599999795,4095.11,1807.22
1504.0,1842.0137199999795,4095.11,1777.22
1504.0,1842.2935199999795,4095.11,1776.53
1504.0,1842.6479299999796,4095.11,1786.19
1504.0,1843.0340299999796,4095.11,1779.16
1504.0,1843.4162299999796,4095.11,1838.11
1504.0,1843.7892299999794,4095.11,1871.23
1504.0,1844.1379299999796,4095.11,1913.9
1504.0,1844.4210899999798,4095.11,1937.21
1504.0,1844.6650699999798,4095.11,1963.17
1504.0,1844.8142999999798,4095.11,1985.14
1504.0,1844.9312899999798,4095.11,2000.24
1504.0,1844.9584399999799,4095.11,2032.16
1504.0,1844.9554699999796,4095.11,1986.18
1504.0,1844.9354999999798,4095.11,1971.10
1504.0,1844.9048399999797,4095.11,1947.19
1504.0,1844.9041399999796,4095.11,1917.21
1504.0,1844.9725399999797,4095.11,1889.11
1504.0,1845.0833199999797,4095.11,1846.15
1504.0,1845.2253399999797,4095.11,1808.65
1504.0,1845.4606399999798,4095.11,1792.25
1504.0,1845.73595999998,4095.11,1801.6
1504.0,1846.0938899999799,4095.11,1788.8
1504.0,1846.4481899999798,4095.11,1797.17
1504.0,1846.8691899999799,4095.11,1812.15
1504.0,1847.32808999998,4095.11,1858.19
1504.0,1847.7248899999802,4095.11,1881.12
1504.0,1848.09958999998,4095.11,1930.10
1504.0,1848.40719999998,4095.11,1949.11
1504.0,1848.63229999998,4095.11,1991.9
1504.0,1848.79206999998,4095.11,2000.25
1504.0,1848.89846999998,4095.11,2030.2
1504.0,1848.94903999998,4095.11,2005.5
1504.0,1848.92809999998,4095.11,2022.4
1504.0,1848.89690999998,4095.11,1983.15
1504.0,1848.86323999998,4095.11,1947.20
1504.0,1848.8497699999798,4095.11,1917.22
1504.0,1848.8738999999796,4095.11,1901.18
1504.0,1848.9647699999796,4095.11,1847.26
1504.0,1849.1279199999794,4095.11,1813.15
1504.0,1849.3416699999793,4095.11,1794.25
1504.0,1849.6346699999795,4095.11,1776.54
1504.0,1849.9659699999795,4095.11,1774.13
1504.0,1850.3572299999794,4095.11,1792.26
1504.0,1850.7580299999793,4095.11,1792.27
1504.0,1851.1576299999795,4095.11,1850.16
1504.0,1851.5451299999795,4095.11,1872.42
1504.0,1851.9089699999793,4095.11,1884.4
1504.0,1852.203069999979,4095.11,1933.16
1504.0,1852.451469999979,4095.11,1966.6
1504.0,1852.601829999979,4095.11,1968.38
1504.0,1852.6748599999787,4095.11,1989.13
1504.0,1852.730069999979,4095.11,1980.5
1504.0,1852.723969999979,4095.11,1954.12
1504.0,1852.7382599999792,4095.11,1939.18
1504.0,1852.724019999979,4095.11,1937.22
1504.0,1852.744379999979,4095.11,1874.18
1504.0,1852.7863799999789,4095.11,1858.20
1504.0,1852.9099399999789,4095.11,1823.20
1504.0,1853.0999699999788,4095.11,1808.66
1504.0,1853.3619999999785,4095.11,1825.24
1504.0,1853.7008999999784,4095.11,1793.20
1504.0,1854.0841899999782,4095.11,1776.55
1504.0,1854.5492999999783,4095.11,1796.11
1504.0,1855.0060999999785,4095.11,1812.16
1504.0,1855.4740799999786,4095.11,1846.16
1504.0,1855.9031999999788,4095.11,1879.18
1504.0,1856.274099999979,4095.11,1900.6
1504.0,1856.6051299999788,4095.11,1936.47
1504.0,1856.8937399999788,4095.11,1955.11
1504.0,1857.106839999979,4095.11,1980.6
1504.0,1857.2580599999792,4095.11,1984.19
1504.0,1857.350449999979,4095.11,1988.4
1504.0,1857.3878999999793,4095.11,1999.13
1504.0,1857.411479999979,4095.11,1951.18
1504.0,1857.444459999979,4095.11,1918.15
1504.0,1857.493309999979,4095.11,1885.11
1504.0,1857.5587099999789,4095.11,1859.16
1504.0,1857.7080599999786,4095.11,1811.19
1504.0,1857.9053599999786,4095.11,1804.8
1504.0,1858.1837899999787,4095.11,1776.56
1504.0,1858.5057899999786,4095.11,1759.29
1504.0,1858.9165899999787,4095.11,1758.22
1504.0,1859.3777599999785,4095.11,1775.22
1507.2,1859.8420399999786,4095.11,1837.10
1507.2,1860.3131599999788,4095.11,1869.13
1507.2,1860.7397099999787,4095.11,1900.7
1507.2,1861.1166599999788,4095.11,1937.23
1507.2,1861.4419799999787,4095.11,1970.24
1507.2,1861.6920999999788,4095.11,2011.8
1507.2,1861.8842599999791,4095.11,1995.14
1507.2,1862.091759999979,4095.11,1985.15
1507.2,1862.172869999979,4095.11,1975.20
1507.2,1862.229669999979,4095.11,1917.23
1507.2,1862.262429999979,4095.11,1905.19
1507.2,1862.293879999979,4095.11,1858.21
1507.2,1862.3427299999787,4095.11,1834.10
1507.2,1862.388449999979,4095.11,1789.29
1507.2,1862.531719999979,4095.11,1763.16
1507.2,1862.777959999979,4095.11,1775.23
1507.2,1863.1070999999788,4095.11,1795.17
1507.2,1863.5242699999787,4095.11,1778.17
1507.2,1863.9882899999789,4095.11,1797.18
1519.0,1864.4689899999787,4095.11,1838.12
1519.0,1864.9279599999788,4095.11,1859.17
1519.0,1865.379899999979,4095.11,1931.14
1519.0,1865.7842999999789,4095.11,1933.17
1519.0,1866.1453999999787,4095.11,1967.17
1519.0,1866.4192199999788,4095.11,1986.19
1519.0,1866.6691199999789,4095.11,2001.8
1519.0,1866.8496499999787,4095.11,1985.16
1519.0,1866.9216799999788,4095.11,1970.25
1519.0,1866.9510099999786,4095.11,1978.11
1519.0,1867.0146799999789,4095.11,1941.14
1519.0,1867.0659199999786,4095.11,1904.28
1519.0,1867.1794599999787,4095.11,1863.18
1519.0,1867.3349299999788,4095.11,1841.13
1519.0,1867.5569299999788,4095.11,1840.50
1519.0,1867.8214299999788,4095.11,1782.19
1519.0,1868.1630599999787,4095.11,1779.17
1519.0,1868.5453599999787,4095.11,1798.16
1519.0,1868.9456599999785,4095.11,1812.17
1519.0,1869.3767599999783,4095.11,1809.23
1519.0,1869.7610899999781,4095.11,1849.4
1519.0,1870.1191599999781,4095.11,1847.27
1519.0,1870.4497899999778,4095.11,1910.16
1519.0,1870.7250199999778,4095.11,1951.19
1519.0,1870.9285199999779,4095.11,1973.14
1519.0,1871.0558499999777,4095.11,2015.12
1519.0,1871.0599399999776,4095.11,2000.26
1519.0,1871.0209399999776,4095.11,2005.6
1519.0,1870.9579899999776,4095.11,1986.20
1519.0,1870.8294799999776,4095.11,1998.17
1519.0,1870.7375499999778,4095.11,1935.17
1519.0,1870.6425999999778,4095.11,1904.29
1519.0,1870.5983799999779,4095.11,1867.14
1519.0,1870.6171499999775,4095.11,1841.14
1519.0,1870.7036499999776,4095.11,1783.26
1519.0,1870.8024699999773,4095.11,1794.26
1519.0,1870.9819099999772,4095.11,1776.57
1519.0,1871.1813899999772,4095.11,1758.23
1519.0,1871.4408299999773,4095.11,1763.17
1519.0,1871.7177399999773,4095.11,1794.27
1519.0,1871.9996799999774,4095.11,1838.13
1519.0,1872.2591899999773,4095.11,1840.51
1519.0,1872.4437199999772,4095.11,1895.13
1519.0,1872.6041699999773,4095.11,1908.9
1519.0,1872.6651299999776,4095.11,1951.20
1519.0,1872.6561499999773,4095.11,1952.8
1519.0,1872.5792899999772,4095.11,2014.4
1519.0,1872.418849999977,4095.11,1966.7
1519.0,1872.222619999977,4095.11,1974.17
1519.0,1871.9812699999773,4095.11,1918.16
1519.0,1871.757369999977,4095.11,1887.13
1519.0,1871.5301899999772,4095.11,1878.10
1519.0,1871.374189999977,4095.11,1827.17
1519.0,1871.2848099999771,4095.11,1808.67
1519.0,1871.2751499999772,4095.11,1808.68
1519.0,1871.3371299999772,4095.11,1762.22
1519.0,1871.464069999977,4095.11,1769.15
1519.0,1871.600079999977,4095.11,1753.7
1519.0,1871.826069999977,4095.11,1763.18
1519.0,1872.068519999977,4095.11,1787.23
1519.0,1872.3265799999767,4095.11,1855.13
1519.0,1872.5596199999766,4095.11,1870.14
1519.0,1872.7224299999764,4095.11,1899.17
1519.0,1872.8683799999765,4095.11,1936.48
1519.0,1872.9330499999764,4095.11,1967.18
1519.0,1872.9592599999764,4095.11,1982.6
1519.0,1872.9318599999765,4095.11,1982.7
1519.0,1872.8412399999766,4095.11,2009.4
1519.0,1872.6522699999762,4095.11,1971.11
1519.0,1872.4914999999762,4095.11,1969.13
1519.0,1872.2910499999764,4095.11,1936.49
1519.0,1872.1307599999764,4095.11,1908.10
1519.0,1872.0417599999762,4095.11,1863.19
1519.0,1872.005859999976,4095.11,1813.16
1519.0,1872.014289999976,4095.11,1795.18
1519.0,1872.090299999976,4095.11,1769.16
1519.0,1872.217329999976,4095.11,1742.9
1519.0,1872.417409999976,4095.11,1744.49
1519.0,1872.6568599999762,4095.11,1763.19
1519.0,1872.912709999976,4095.11,1805.11
1519.0,1873.1604099999759,4095.11,1799.17
1519.0,1873.406649999976,4095.11,1888.12
1519.0,1873.589269999976,4095.11,1916.6
1519.0,1873.7125299999761,4095.11,1942.15
1519.0,1873.754219999976,4095.11,1955.12
1519.0,1873.788489999976,4095.11,1995.15
1519.0,1873.734449999976,4095.11,1947.21
1519.0,1873.6348399999758,4095.11,1907.11
1519.0,1873.474259999976,4095.11,1879.19
1519.0,1873.267639999976,4095.11,1862.18
1519.0,1873.1079099999758,4095.11,1840.52
1519.0,1872.976569999976,4095.11,1777.23
1519.0,1872.8875999999757,4095.11,1757.15
1519.0,1872.8327999999758,4095.11,1767.18
1519.0,1872.8757099999757,4095.11,1745.15
1519.0,1873.0167699999756,4095.11,1785.13
1519.0,1873.1682199999755,4095.11,1773.13
1519.0,1873.3985299999756,4095.11,1830.13
1519.0,1873.6212899999755,4095.11,1861.8
1519.0,1873.8318899999756,4095.11,1890.13
1519.0,1873.9717699999758,4095.11,1956.7
1519.0,1874.008379999976,4095.11,1983.16
1519.0,1873.9387299999757,4095.11,1994.10
1519.0,1873.8492199999757,4095.11,1973.15
1519.0,1873.6536699999758,4095.11,1971.12
1519.0,1873.4410599999756,4095.11,1967.19
1519.0,1873.2147199999758,4095.11,1939.19
1519.0,1872.9615799999756,4095.11,1904.30
1519.0,1872.7132899999756,4095.11,1872.43
1519.0,1872.5396899999755,4095.11,1856.26
1519.0,1872.4225699999754,4095.11,1827.18
1519.0,1872.3781499999752,4095.11,1790.19
1519.0,1872.4443799999751,4095.11,1765.16
1519.0,1872.5913799999753,4095.11,1779.18
1519.0,1872.733429999975,4095.11,1766.14
1519.0,1872.945919999975,4095.11,1787.24
1519.0,1873.1645199999748,4095.11,1777.24
1519.0,1873.3522099999748,4095.11,1838.14
1519.0,1873.5232199999746,4095.11,1856.27
1519.0,1873.6442199999747,4095.11,1892.7
1519.0,1873.7390199999747,4095.11,1953.14
1519.0,1873.7337199999745,4095.11,1939.20
1519.0,1873.6490399999745,4095.11,1952.9
1519.0,1873.5273599999748,4095.11,1968.39
1519.0,1873.3844499999745,4095.11,1981.7
1519.0,1873.1577499999746,4095.11,1956.8
1519.0,1872.9497499999745,4095.11,1931.15
1519.0,1872.7381299999745,4095.11,1909.11
1519.0,1872.5344299999745,4095.11,1864.4
1519.0,1872.4270499999745,4095.11,1835.21
1519.0,1872.3725199999747,4095.11,1803.20
1519.0,1872.3912799999746,4095.11,1772.8
1519.0,1872.4772799999746,4095.11,1757.16
1519.0,1872.6519099999746,4095.11,1731.20
1519.0,1872.8747499999745,4095.11,1722.14
1519.0,1873.1212499999745,4095.11,1754.13
1519.0,1873.4259399999744,4095.11,1786.20
1519.0,1873.7014599999743,4095.11,1804.9
1519.0,1873.9142399999741,4095.11,1815.24
1519.0,1874.095289999974,4095.11,1869.14
1519.0,1874.258269999974,4095.11,1909.12
1519.0,1874.2809099999738,4095.11,1938.10
1519.0,1874.301929999974,4095.11,1973.16
1519.0,1874.2469599999738,4095.11,1968.40
1519.0,1874.1409599999738,4095.11,1985.17
1519.0,1874.0092999999738,4095.11,1975.21
1519.0,1873.8933999999736,4095.11,1951.21
1519.0,1873.7564699999734,4095.11,1947.22
1519.0,1873.6214899999734,4095.11,1904.31
1519.0,1873.5504899999735,4095.11,1886.14
1519.0,1873.6002399999734,4095.11,1837.11
1519.0,1873.6872799999733,4095.11,1824.5
1519.0,1873.8558299999731,4095.11,1792.28
