min,mean,max,t+1
1491.0,1868.6135399999896,3842.0,1935.12
1491.0,1868.6649399999894,3842.0,1967.10
1491.0,1868.6492399999893,3842.0,1959.8
1491.0,1868.6292399999893,3842.0,1977.3
1491.0,1868.6375399999893,3842.0,1953.6
1491.0,1868.7093399999892,3842.0,1951.11
1491.0,1868.868539999989,3842.0,1904.19
1491.0,1869.071939999989,3842.0,1877.5
1491.0,1869.295509999989,3842.0,1840.34
1491.0,1869.590639999989,3842.0,1817.7
1491.0,1869.920739999989,3842.0,1803.10
1491.0,1870.2933399999888,3842.0,1745.4
1491.0,1870.7010399999888,3842.0,1733.8
1491.0,1871.081939999989,3842.0,1782.11
1491.0,1871.4523399999891,3842.0,1789.16
1491.0,1871.7412399999891,3842.0,1771.4
1491.0,1871.9722399999891,3842.0,1802.10
1491.0,1872.0879399999892,3842.0,1850.9
1491.0,1872.1692499999892,3842.0,1877.6
1491.0,1872.1555499999893,3842.0,1876.6
1491.0,1872.1188499999894,3842.0,1903.11
1491.0,1872.0345699999896,3842.0,1920.15
1491.0,1871.9342699999895,3842.0,1962.7
1491.0,1871.8435699999895,3842.0,1924.4
1491.0,1871.7574699999896,3842.0,1923.8
1491.0,1871.7465699999896,3842.0,1905.13
1491.0,1871.7618699999896,3842.0,1854.7
1491.0,1871.8550699999898,3842.0,1844.4
1491.0,1872.0428699999898,3842.0,1796.5
1491.0,1872.29466999999,3842.0,1781.13
1491.0,1872.5238699999898,3842.0,1751.12
1491.0,1872.8480699999898,3842.0,1709.1
1491.0,1873.15796999999,3842.0,1690.2
1491.0,1873.43966999999,3842.0,1713.7
1491.0,1873.6637699999899,3842.0,1718.5
1491.0,1873.8212699999897,3842.0,1761.11
1491.0,1873.9397699999897,3842.0,1759.15
1491.0,1874.0159699999897,3842.0,1792.7
1491.0,1874.0195699999897,3842.0,1843.9
1491.0,1873.9749699999895,3842.0,1922.5
1491.0,1873.8635999999894,3842.0,1923.9
1491.0,1873.7350999999894,3842.0,1929.7
1491.0,1873.5927399999894,3842.0,1920.16
1491.0,1873.4391399999893,3842.0,1921.8
1491.0,1873.354239999989,3842.0,1909.5
1491.0,1873.315539999989,3842.0,1850.10
1491.0,1873.365939999989,3842.0,1795.12
1491.0,1873.4577399999891,3842.0,1782.12
1491.0,1873.6196399999892,3842.0,1758.12
1491.0,1873.8479399999892,3842.0,1717.6
1491.0,1874.1306499999894,3842.0,1693.1
1491.0,1874.4181299999893,3842.0,1709.2
1491.0,1874.6798299999894,3842.0,1719.13
1491.0,1874.8905299999892,3842.0,1728.7
1491.0,1875.0314699999892,3842.0,1763.7
1491.0,1875.0691699999895,3842.0,1787.14
1491.0,1875.0134699999894,3842.0,1809.17
1491.0,1874.9323699999893,3842.0,1867.10
1491.0,1874.7747699999893,3842.0,1873.13
1491.0,1874.5911699999892,3842.0,1903.12
1491.0,1874.430209999989,3842.0,1901.15
1491.0,1874.3344099999892,3842.0,1892.1
1491.0,1874.2499099999893,3842.0,1893.14
1491.0,1874.2428199999893,3842.0,1839.10
1491.0,1874.3006199999893,3842.0,1791.17
1491.0,1874.3924199999892,3842.0,1817.8
1491.0,1874.5608199999892,3842.0,1762.8
1491.0,1874.7638199999892,3842.0,1712.25
1491.0,1874.981959999989,3842.0,1693.2
1491.0,1875.2232599999888,3842.0,1680.12
1491.0,1875.4378599999889,3842.0,1679.5
1491.0,1875.593859999989,3842.0,1712.26
1491.0,1875.7150599999889,3842.0,1727.15
1491.0,1875.768059999989,3842.0,1771.5
1491.0,1875.778059999989,3842.0,1751.13
1491.0,1875.714559999989,3842.0,1853.12
1491.0,1875.598459999989,3842.0,1870.8
1491.0,1875.416469999989,3842.0,1915.8
1491.0,1875.1975699999891,3842.0,1913.4
1491.0,1874.9478699999893,3842.0,1936.29
1491.0,1874.7458699999893,3842.0,1936.30
1491.0,1874.5744699999893,3842.0,1912.2
1491.0,1874.4732699999893,3842.0,1895.7
1491.0,1874.4733199999894,3842.0,1884.2
1491.0,1874.5423199999893,3842.0,1806.10
1491.0,1874.6805199999894,3842.0,1715.9
1491.0,1874.8640199999895,3842.0,1658.2
1491.0,1875.1082199999894,3842.0,1639.6
1491.0,1875.3667199999895,3842.0,1625.2
1491.0,1875.6797199999894,3842.0,1614.2
1491.0,1875.9850199999896,3842.0,1611.2
1491.0,1876.2413199999896,3842.0,1671.3
1491.0,1876.4365199999897,3842.0,1675.2
1491.0,1876.5441699999897,3842.0,1753.3
1491.0,1876.6089699999898,3842.0,1796.6
1491.0,1876.56116999999,3842.0,1856.16
1491.0,1876.4703699999898,3842.0,1923.10
1491.0,1876.35106999999,3842.0,1962.8
1491.0,1876.1827299999898,3842.0,2020.3
1491.0,1876.0172399999897,3842.0,2033.3
1491.0,1875.8699399999898,3842.0,2033.4
1491.0,1875.7627399999897,3842.0,2047.4
1491.0,1875.7140399999898,3842.0,2045
1491.0,1875.74083999999,3842.0,2069
1491.0,1875.8238399999898,3842.0,2025.4
1491.0,1875.94183999999,3842.0,2032.13
1491.0,1876.1745399999897,3842.0,2041
1491.0,1876.41113999999,3842.0,2097
1491.0,1876.7130399999899,3842.0,2167.1
1491.0,1877.0219399999899,3842.0,2237
1491.0,1877.35953999999,3842.0,2384
1491.0,1877.6506099999901,3842.0,2513
1491.0,1877.87190999999,3842.0,2645
1491.0,1878.0360099999903,3842.0,2815
1491.0,1878.0894099999903,3842.0,2994
1491.0,1878.0792099999903,3842.0,3216
1491.0,1878.0177599999904,3842.0,3468
1491.0,1877.9448599999903,3842.0,3615
1491.0,1877.8250599999903,3842.0,3888
1491.0,1877.6806599999902,3842.0,4095.5
1491.0,1877.5734599999903,3842.0,4095.6
1491.0,1877.52985999999,3842.0,4095.7
1491.0,1877.53905999999,3842.0,4095.8
1491.0,1877.61165999999,3842.0,4095.9
1491.0,1877.77915999999,3842.0,4074
1491.0,1878.01085999999,3842.0,3965
1491.0,1878.2466599999902,3842.0,3804
1491.0,1878.55155999999,3842.0,3563
1491.0,1878.91505999999,3842.0,3345.1
1491.0,1879.31275999999,3842.0,3122
1491.0,1879.6148599999901,3842.0,2955
1491.0,1879.86775999999,3842.0,2755
1491.0,1880.0656099999899,3842.0,2623
1491.0,1880.2242099999899,3842.0,2461
1491.0,1880.33520999999,3842.0,2335
1491.0,1880.36040999999,3842.0,2224
1491.0,1880.3452999999897,3842.0,2109
1491.0,1880.2682599999898,3842.0,1999.4
1491.0,1880.1739599999898,3842.0,1920.17
1491.0,1880.07445999999,3842.0,1815.14
1491.0,1880.00495999999,3842.0,1819.15
1491.0,1879.92682999999,3842.0,1744.31
1491.0,1879.92922999999,3842.0,1712.27
1491.0,1880.02152999999,3842.0,1631
1491.0,1880.18642999999,3842.0,1520.2
1491.0,1880.42132999999,3842.0,1486.1
1491.0,1880.6745299999898,3842.0,1474
1491.0,1880.9482299999897,3842.0,1459
1491.0,1881.1685299999895,3842.0,1489
1491.0,1881.3329299999893,3842.0,1527.1
1491.0,1881.4370299999894,3842.0,1592.1
1491.0,1881.4920299999894,3842.0,1626.1
1491.0,1881.4669299999891,3842.0,1648.4
1491.0,1881.3822299999892,3842.0,1706
1491.0,1881.1942299999894,3842.0,1731.13
1491.0,1881.006329999989,3842.0,1755.9
1491.0,1880.8401299999891,3842.0,1793.13
1491.0,1880.6802299999893,3842.0,1789.17
1491.0,1880.5702099999892,3842.0,1808.34
1491.0,1880.5483099999892,3842.0,1756
1491.0,1880.5792099999892,3842.0,1754.9
1491.0,1880.6876099999895,3842.0,1739.13
1491.0,1880.8390099999892,3842.0,1689.4
1491.0,1881.008909999989,3842.0,1664.13
1491.0,1881.2405099999892,3842.0,1635.6
1491.0,1881.482709999989,3842.0,1629.2
1491.0,1881.694209999989,3842.0,1589
1491.0,1881.8641099999888,3842.0,1590
1491.0,1882.0022399999891,3842.0,1582.3
1491.0,1882.0462999999888,3842.0,1623.5
1491.0,1882.0451999999889,3842.0,1642.1
1491.0,1881.9751999999887,3842.0,1691.6
1491.0,1881.8336999999888,3842.0,1685.3
1491.0,1881.6759999999888,3842.0,1750.10
1491.0,1881.4994999999888,3842.0,1775.11
1491.0,1881.2942999999887,3842.0,1773.5
1491.0,1881.0979999999888,3842.0,1814.14
1491.0,1880.9920099999888,3842.0,1791.18
1491.0,1880.908899999989,3842.0,1791.19
1491.0,1880.8991999999887,3842.0,1758.13
1491.0,1880.9751999999887,3842.0,1751.14
1491.0,1881.062819999989,3842.0,1721.2
1491.0,1881.236079999989,3842.0,1659.7
1491.0,1881.4893799999888,3842.0,1648.5
1491.0,1881.7464599999887,3842.0,1615.3
1491.0,1882.033559999989,3842.0,1600.6
1491.0,1882.284959999989,3842.0,1593
1491.0,1882.5163299999892,3842.0,1584.6
1491.0,1882.684399999989,3842.0,1619.2
1491.0,1882.769609999989,3842.0,1641
1491.0,1882.820509999989,3842.0,1678.7
1491.0,1882.7449199999892,3842.0,1725.5
1491.0,1882.6522199999893,3842.0,1745.5
1491.0,1882.5029199999892,3842.0,1792.8
1491.0,1882.3302199999894,3842.0,1808.35
1491.0,1882.1602199999893,3842.0,1827.12
1491.0,1882.061519999989,3842.0,1872.23
1491.0,1881.997649999989,3842.0,1856.17
1491.0,1881.9950499999893,3842.0,1843.10
1491.0,1882.0357599999893,3842.0,1839.11
1491.0,1882.1611599999894,3842.0,1801.5
1491.0,1882.3085199999896,3842.0,1763.8
1491.0,1882.5206199999893,3842.0,1747.7
1491.0,1882.7612799999895,3842.0,1703.2
1491.0,1883.0416799999894,3842.0,1680.13
1491.0,1883.2990799999893,3842.0,1649.5
1491.0,1883.5172799999893,3842.0,1639.7
1491.0,1883.7231799999895,3842.0,1664.14
1491.0,1883.8133799999894,3842.0,1645.1
1491.0,1883.8570799999893,3842.0,1687.3
1491.0,1883.8180799999893,3842.0,1706.1
1491.0,1883.6897799999892,3842.0,1743.3
1491.0,1883.5106799999894,3842.0,1781.14
1491.0,1883.2863699999893,3842.0,1794.16
1491.0,1883.0423499999895,3842.0,1829.12
1491.0,1882.8068699999894,3842.0,1840.35
1491.0,1882.6204699999892,3842.0,1851.9
1491.0,1882.4428699999894,3842.0,1875.10
1491.0,1882.2953699999894,3842.0,1840.36
1491.0,1882.2427699999894,3842.0,1831.13
1491.0,1882.2697699999894,3842.0,1825.11
1491.0,1882.3772899999892,3842.0,1782.13
1491.0,1882.5181499999892,3842.0,1723.6
1491.0,1882.6715499999893,3842.0,1713.8
1491.0,1882.9307499999893,3842.0,1684.1
1491.0,1883.1565499999892,3842.0,1669.6
1491.0,1883.389849999989,3842.0,1659.8
1491.0,1883.546819999989,3842.0,1661.5
1491.0,1883.6416299999892,3842.0,1648.6
1491.0,1883.662829999989,3842.0,1671.4
1491.0,1883.603839999989,3842.0,1680.14
1491.0,1883.5283199999892,3842.0,1723.7
1491.0,1883.371919999989,3842.0,1749.12
1491.0,1883.180019999989,3842.0,1791.20
1491.0,1882.935849999989,3842.0,1834.6
1491.0,1882.7054799999887,3842.0,1813.10
1491.0,1882.5214799999887,3842.0,1853.13
1491.0,1882.3669799999889,3842.0,1862.12
1491.0,1882.268689999989,3842.0,1846.10
1491.0,1882.2420899999888,3842.0,1781.15
1491.0,1882.300389999989,3842.0,1747.8
1491.0,1882.461489999989,3842.0,1733.9
1491.0,1882.662189999989,3842.0,1691.7
1491.0,1882.864889999989,3842.0,1648.7
1491.0,1883.104989999989,3842.0,1637.3
1491.0,1883.3225899999886,3842.0,1634.1
1491.0,1883.4973999999888,3842.0,1662.3
1491.0,1883.607499999989,3842.0,1694.4
1491.0,1883.589299999989,3842.0,1719.14
1491.0,1883.523899999989,3842.0,1744.32
1491.0,1883.344999999989,3842.0,1787.15
1491.0,1883.162299999989,3842.0,1798.12
1491.0,1882.9242999999892,3842.0,1845.14
1491.0,1882.7321999999892,3842.0,1842.11
1491.0,1882.6062099999892,3842.0,1845.15
1491.0,1882.5337099999892,3842.0,1828.8
1491.0,1882.4846699999894,3842.0,1809.18
1491.0,1882.5029699999895,3842.0,1769.7
1491.0,1882.5996599999894,3842.0,1744.33
1491.0,1882.7415599999895,3842.0,1715.10
1491.0,1882.8751799999898,3842.0,1671.5
1491.0,1883.04182999999,3842.0,1639.8
1491.0,1883.17462999999,3842.0,1617.2
1491.0,1883.2674299999899,3842.0,1636.3
1491.0,1883.32492999999,3842.0,1595.4
1491.0,1883.31583999999,3842.0,1586.2
1491.0,1883.27783999999,3842.0,1616.7
1491.0,1883.18763999999,3842.0,1641.1
1491.0,1883.0631399999902,3842.0,1677.5
1491.0,1882.8758399999904,3842.0,1705.3
1491.0,1882.6958399999903,3842.0,1743.4
1491.0,1882.5370399999902,3842.0,1765.9
1491.0,1882.3810599999904,3842.0,1780.6
1491.0,1882.3002599999902,3842.0,1810.16
1491.0,1882.2870599999903,3842.0,1808.36
1491.0,1882.3381599999905,3842.0,1792.9
1491.0,1882.4960599999906,3842.0,1773.6
1491.0,1882.7639499999905,3842.0,1765.10
1491.0,1883.0848399999902,3842.0,1712.28
1491.0,1883.5243399999904,3842.0,1676
1491.0,1884.0128399999903,3842.0,1637.4
1491.0,1884.6128399999902,3842.0,1618.5
1491.0,1885.2184399999903,3842.0,1599.2
1491.0,1885.8845399999905,3842.0,1577
1491.0,1886.5861399999906,3842.0,1579.6
1491.0,1887.3246399999905,3842.0,1595.5
1491.0,1888.1131399999906,3842.0,1595.6
1491.0,1888.9223399999905,3842.0,1611.3
1491.0,1889.7841399999907,3842.0,1651.8
1491.0,1890.7389399999906,3842.0,1676.1
1491.0,1891.8105399999906,3842.0,1723.8
1491.0,1893.0031399999907,3842.0,1760.10
1491.0,1894.3778399999908,3842.0,1762.9
1491.0,1895.9085399999908,3842.0,1791.21
1491.0,1897.7495399999907,3842.0,1779.9
1491.0,1899.7662399999906,3911.0,1758.14
1491.0,1901.9851399999907,4095.0,1744.34
1491.0,1904.2848399999907,4095.1,1715.11
1491.0,1906.5845399999907,4095.2,1679.6
1491.0,1908.9335399999907,4095.3,1650.4
1491.0,1911.2847799999906,4095.4,1605.1
1491.0,1913.5762799999907,4095.4,1571
1491.0,1915.6791799999905,4095.4,1553.1
1491.0,1917.5197799999908,4095.4,1530
1491.0,1919.0706299999908,4095.4,1531
1491.0,1920.3805099999906,4095.4,1535.14
1491.0,1921.3857099999907,4095.4,1569
1491.0,1922.1322099999907,4095.4,1600.7
1491.0,1922.5819099999906,4095.4,1632.1
1491.0,1922.8398899999906,4095.4,1650.5
1491.0,1922.9104899999907,4095.4,1687.4
1491.0,1922.8297899999905,4095.4,1713.9
1491.0,1922.6281899999904,4095.4,1726.8
1491.0,1922.3969299999903,4095.4,1751.15
1491.0,1922.1478299999906,4095.4,1746.6
1491.0,1921.9164299999907,4095.4,1727.16
1491.0,1921.7622299999907,4095.4,1712.29
1491.0,1921.6221299999909,4095.4,1703.3
1491.0,1921.5464299999908,4095.4,1648.8
1491.0,1921.5028299999908,4095.4,1615.4
1491.0,1921.5130499999907,4095.4,1584.7
1491.0,1921.5060599999908,4095.4,1568.1
1491.0,1921.4878799999908,4095.4,1520.3
1491.0,1921.4126799999908,4095.4,1507.1
1491.0,1921.3087799999907,4095.4,1504
1491.0,1921.1615799999909,4095.4,1524
1491.0,1920.9063799999908,4095.4,1535.15
1491.0,1920.6479799999906,4095.4,1598.2
1491.0,1920.3164799999906,4095.4,1616.8
1491.0,1919.9709799999907,4095.4,1668
1491.0,1919.5692799999906,4095.4,1680.15
1491.0,1919.1574799999908,4095.4,1661.6
1491.0,1918.7940799999908,4095.4,1733.10
1491.0,1918.4665799999907,4095.4,1753.4
1491.0,1918.193979999991,4095.4,1739.14
1491.0,1918.0211799999909,4095.4,1729.7
1491.0,1917.9147799999907,4095.4,1711.3
1491.0,1917.8795299999906,4095.4,1711.4
1491.0,1917.9328299999909,4095.4,1648.9
1491.0,1917.9953299999909,4095.4,1616.9
1491.0,1918.082529999991,4095.4,1575.1
1491.0,1918.194929999991,4095.4,1529
1491.0,1918.273829999991,4095.4,1521.1
1491.0,1918.295629999991,4095.4,1507.2
1491.0,1918.3049299999911,4095.4,1527.2
1491.0,1918.220629999991,4095.4,1535.16
1491.0,1918.0889499999912,4095.4,1586.3
1491.0,1917.8166499999913,4095.4,1610.6
1491.0,1917.4822499999912,4095.4,1646.4
1491.0,1917.139249999991,4095.4,1661.7
1491.0,1916.7972499999912,4095.4,1698.6
1491.0,1916.4453499999913,4095.4,1731.14
1491.0,1916.1471499999914,4095.4,1769.8
1491.0,1915.9141499999912,4095.4,1749.13
1491.0,1915.7519499999914,4095.4,1747.9
1491.0,1915.688249999991,4095.4,1726.9
1491.0,1915.680149999991,4095.4,1717.7
1491.0,1915.746649999991,4095.4,1691.8
1491.0,1915.8517499999912,4095.4,1670
1491.0,1916.0111499999914,4095.4,1615.5
1491.0,1916.1258499999913,4095.4,1619.3
1491.0,1916.2169499999914,4095.4,1593.1
1491.0,1916.3267499999913,4095.4,1598.3
1491.0,1916.3218499999914,4095.4,1600.8
1491.0,1916.2774499999916,4095.4,1621.1
1491.0,1916.1500499999913,4095.4,1653.5
1491.0,1915.9680499999915,4095.4,1639.9
1491.0,1915.7008499999915,4095.4,1677.6
1491.0,1915.4407499999913,4095.4,1729.8
1491.0,1915.1519499999913,4095.4,1790.11
1491.0,1914.8487499999915,4095.4,1809.19
1491.0,1914.5518499999914,4095.4,1814.15
1491.0,1914.3306499999915,4095.4,1859.11
1491.0,1914.1325499999914,4095.4,1862.13
1491.0,1914.0298499999915,4095.4,1853.14
1491.0,1913.9678499999916,4095.4,1836.4
1491.0,1913.9810499999915,4095.4,1808.37
1491.0,1914.0426499999915,4095.4,1792.10
1491.0,1914.1317699999915,4095.4,1776.31
1491.0,1914.2653799999916,4095.4,1735.7
1491.0,1914.355579999992,4095.4,1746.7
1491.0,1914.4229799999919,4095.4,1714.7
1491.0,1914.4564799999919,4095.4,1706.2
1491.0,1914.4083799999917,4095.4,1702.2
1491.0,1914.2988799999916,4095.4,1699.6
1491.0,1914.069079999992,4095.4,1757.6
1491.0,1913.845649999992,4095.4,1770.15
1491.0,1913.5385499999918,4095.4,1815.15
1491.0,1913.199049999992,4095.4,1859.12
1491.0,1912.844249999992,4095.4,1866.10
1491.0,1912.5539499999918,4095.4,1922.6
1491.0,1912.2512499999918,4095.4,1943.13
1491.0,1912.0053499999917,4095.4,1953.7
1491.0,1911.8411499999918,4095.4,1953.8
1491.0,1911.7277499999916,4095.4,1981.3
1491.0,1911.6973499999915,4095.4,1909.6
1491.0,1911.7139799999916,4095.4,1891.5
1491.0,1911.7674799999916,4095.4,1850.11
1491.0,1911.8913099999913,4095.4,1825.12
1491.0,1912.0335099999913,4095.4,1783.19
1491.0,1912.1201299999916,4095.4,1803.11
1491.0,1912.2015799999915,4095.4,1742.3
1491.0,1912.2242599999913,4095.4,1741.7
1491.0,1912.1930599999912,4095.4,1726.10
1491.0,1912.0923999999911,4095.4,1730.1
1491.0,1911.9036999999912,4095.4,1776.32
1491.0,1911.6302999999912,4095.4,1791.22
1491.0,1911.3300999999913,4095.4,1825.13
1491.0,1911.0113999999912,4095.4,1846.11
1491.0,1910.6521999999914,4095.4,1876.7
1491.0,1910.3169999999914,4095.4,1927.12
1491.0,1910.0340999999914,4095.4,1967.11
1491.0,1909.7989999999913,4095.4,1962.9
1491.0,1909.6406999999913,4095.4,1989.7
1491.0,1909.5662999999915,4095.4,1954.5
1491.0,1909.5465699999916,4095.4,1925.6
1491.0,1909.5811999999914,4095.4,1914.6
1491.0,1909.6919999999914,4095.4,1890.7
1491.0,1909.8047999999912,4095.4,1871.15
1491.0,1909.9724999999912,4095.4,1819.16
1491.0,1910.060999999991,4095.4,1779.10
1491.0,1910.1636999999912,4095.4,1758.15
1491.0,1910.2117999999912,4095.4,1744.35
1491.0,1910.1906999999912,4095.4,1746.8
1491.0,1910.0524999999914,4095.4,1781.16
1491.0,1909.8674899999914,4095.4,1789.18
1491.0,1909.5993899999914,4095.4,1825.14
1491.0,1909.3266899999915,4095.4,1866.11
1491.0,1909.0045899999916,4095.4,1870.9
1491.0,1908.6408899999917,4095.4,1920.18
1491.0,1908.3155899999917,4095.4,1936.31
1491.0,1908.0250899999917,4095.4,1978.7
1491.0,1907.7857899999917,4095.4,1983.8
1491.0,1907.606499999992,4095.4,1968.22
1491.0,1907.495659999992,4095.4,1966.5
1491.0,1907.4223599999918,4095.4,1946.11
1491.0,1907.386759999992,4095.4,1927.13
1491.0,1907.4426999999919,4095.4,1872.24
1491.0,1907.502009999992,4095.4,1843.11
1491.0,1907.557239999992,4095.4,1822.7
1491.0,1907.6078399999917,4095.4,1769.9
1491.0,1907.5964899999917,4095.4,1749.14
1491.0,1907.5458899999917,4095.4,1757.7
1491.0,1907.4321999999918,4095.4,1791.23
1491.0,1907.2276999999917,4095.4,1844.5
1491.0,1906.9626999999919,4095.4,1910.11
1491.0,1906.6059999999916,4095.4,1914.7
1491.0,1906.1661999999915,4095.4,1973.7
1491.0,1905.7762999999916,4095.4,1989.8
1491.0,1905.3909999999917,4095.4,2000.14
1491.0,1905.0402999999917,4095.4,2014.3
1491.0,1904.7921999999917,4095.4,1999.5
1491.0,1904.6065999999917,4095.4,1950.8
1491.0,1904.5183499999916,4095.4,1936.32
1491.0,1904.4563499999917,4095.4,1891.6
1491.0,1904.4414699999916,4095.4,1806.11
1491.0,1904.4290699999915,4095.4,1762.10
1491.0,1904.4406699999913,4095.4,1777.12
1491.0,1904.4502099999913,4095.4,1722.11
1491.0,1904.3590099999915,4095.4,1716.1
1491.0,1904.2378099999912,4095.4,1762.11
1491.0,1904.0550099999914,4095.4,1762.12
1491.0,1903.7989099999916,4095.4,1781.17
1491.0,1903.4689099999916,4095.4,1808.38
1491.0,1903.0784099999914,4095.4,1865.7
1491.0,1902.6876099999915,4095.4,1881.8
1491.0,1902.2087099999915,4095.4,1915.9
1491.0,1901.7693099999917,4095.4,1918.11
1491.0,1901.2916099999918,4095.4,1939.8
1491.0,1900.8900099999917,4095.4,1937.10
1491.0,1900.5384099999915,4095.4,1946.12
1491.0,1900.2793099999917,4095.4,1934.4
1491.0,1900.0781099999915,4095.4,1888.6
1491.0,1899.9311099999916,4095.4,1859.13
1491.0,1899.8416099999915,4095.4,1808.39
1491.0,1899.7447099999913,4095.4,1793.14
1491.0,1899.6816099999915,4095.4,1743.5
1491.0,1899.6852099999917,4095.4,1712.30
1491.0,1899.6353099999917,4095.4,1703.4
1491.0,1899.5816099999915,4095.4,1674.5
1491.0,1899.4855099999916,4095.4,1697.6
1491.0,1899.3103099999917,4095.4,1744.36
1491.0,1899.0632499999917,4095.4,1769.10
1491.0,1898.741649999992,4095.4,1770.16
1491.0,1898.375849999992,4095.4,1852.5
1488.0,1897.965449999992,4095.4,1833.10
1476.0,1897.5162499999922,4095.4,1862.14
1457.0,1897.0252499999922,4095.4,1903.13
1457.0,1896.576949999992,4095.4,1894.8
1457.0,1896.090649999992,4095.4,1890.8
1457.0,1895.652639999992,4095.4,1899.10
1457.0,1895.290439999992,4095.4,1902.13
1457.0,1894.935419999992,4095.4,1873.14
1457.0,1894.6715199999921,4095.4,1808.40
1457.0,1894.389039999992,4095.4,1792.11
1457.0,1894.116639999992,4095.4,1766.6
1457.0,1893.8642399999922,4095.4,1733.11
1457.0,1893.5760399999922,4095.4,1719.15
1457.0,1893.2890499999921,4095.4,1699.7
1457.0,1892.9621499999923,4095.4,1699.8
1457.0,1892.5131499999923,4095.4,1721.3
1457.0,1891.9565499999921,4095.4,1731.15
1457.0,1891.283849999992,4095.4,1759.16
1457.0,1890.4639599999923,4095.4,1824.4
1457.0,1889.5439799999922,4095.4,1835.12
1457.0,1888.4880799999924,4095.4,1872.25
1457.0,1887.2960799999923,4095.4,1895.8
1457.0,1886.0140799999924,4095.4,1962.10
1457.0,1884.6430799999923,4095.4,1940.2
1457.0,1883.2110799999923,4095.4,1942.8
1457.0,1881.7209799999923,4095.4,1919.11
1457.0,1880.1183799999922,4095.4,1925.7
1457.0,1878.4405799999922,4095.4,1897.6
1457.0,1876.665979999992,4095.4,1884.3
1457.0,1874.8133799999919,4095.4,1808.41
1457.0,1872.833779999992,4095.4,1802.11
1457.0,1870.810479999992,4095.4,1778.12
1457.0,1868.6659799999918,4095.4,1725.6
1457.0,1866.512479999992,4095.4,1735.8
1457.0,1864.3516799999918,4095.4,1712.31
1457.0,1862.1837799999919,4095.4,1723.9
1457.0,1860.142379999992,4095.4,1771.6
1457.0,1858.185579999992,4095.4,1803.12
1457.0,1856.3517799999918,4095.4,1826.7
1457.0,1854.650879999992,4095.4,1858.13
1457.0,1853.167009999992,4095.4,1903.14
1457.0,1851.8141099999918,4095.4,1946.13
1457.0,1850.6283099999919,4095.4,1950.9
1457.0,1849.6583099999918,4095.4,1941.12
1457.0,1848.8803099999918,4095.4,1977.4
1457.0,1848.272809999992,4095.4,1948.3
1457.0,1847.8459099999918,4095.4,1935.13
1457.0,1847.6213099999916,4095.4,1927.14
1457.0,1847.5025099999916,4095.4,1888.7
1457.0,1847.4905099999917,4095.4,1850.12
1457.0,1847.5954099999915,4095.4,1827.13
1457.0,1847.7345099999916,4095.4,1776.33
1457.0,1847.8726499999916,4095.4,1769.11
1457.0,1848.0197499999915,4095.4,1765.11
1457.0,1848.1691499999915,4095.4,1776.34
1457.0,1848.2136499999915,4095.4,1819.17
1457.0,1848.2103499999914,4095.4,1811.11
1457.0,1848.2057099999915,4095.4,1855.8
1457.0,1848.1015099999915,4095.4,1898.11
1457.0,1848.0030099999917,4095.4,1942.9
1457.0,1847.8616099999917,4095.4,1936.33
1457.0,1847.7410099999915,4095.4,1983.9
1457.0,1847.6098099999917,4095.4,1986.13
1457.0,1847.5322299999916,4095.4,1950.10
1457.0,1847.5140899999917,4095.4,1945.6
1457.0,1847.5589599999917,4095.4,1908.5
1457.0,1847.6569599999916,4095.4,1890.9
1457.0,1847.8553599999914,4095.4,1858.14
1457.0,1848.0342599999915,4095.4,1837.7
1457.0,1848.2621599999914,4095.4,1799.11
1457.0,1848.4657099999913,4095.4,1783.20
1457.0,1848.612239999991,4095.4,1775.12
1457.0,1848.725659999991,4095.4,1762.13
1457.0,1848.7820599999911,4095.4,1766.7
1457.0,1848.8130599999913,4095.4,1793.15
1457.0,1848.7193599999912,4095.4,1813.11
1457.0,1848.6105599999912,4095.4,1856.18
1457.0,1848.447059999991,4095.4,1911.3
1457.0,1848.2701599999914,4095.4,1920.19
1457.0,1848.0990699999913,4095.4,1967.12
1457.0,1847.9099699999913,4095.4,1986.14
1457.0,1847.8517699999913,4095.4,1985.8
1457.0,1847.8182699999913,4095.4,1985.9
1457.0,1847.8448699999915,4095.4,2000.15
1457.0,1847.9664699999914,4095.4,1970.12
1457.0,1848.1223699999912,4095.4,1970.13
1457.0,1848.3281699999911,4095.4,1905.14
1457.0,1848.625049999991,4095.4,1905.15
1457.0,1848.9353499999909,4095.4,1856.19
1457.0,1849.2256499999908,4095.4,1814.16
1457.0,1849.515759999991,4095.4,1798.13
1457.0,1849.758679999991,4095.4,1789.19
1457.0,1849.9449799999911,4095.4,1790.12
1457.0,1850.047579999991,4095.4,1812.6
1457.0,1850.107209999991,4095.4,1807.13
1457.0,1850.1186099999911,4095.4,1849.2
1457.0,1850.0629099999908,4095.4,1871.16
1457.0,1849.975009999991,4095.4,1922.7
1457.0,1849.885489999991,4095.4,1955.6
1457.0,1849.8073899999908,4095.4,1956.5
1457.0,1849.6827899999907,4095.4,1979.13
1457.0,1849.6424899999906,4095.4,1999.6
1457.0,1849.6512899999907,4095.4,1985.10
1457.0,1849.7103399999908,4095.4,1970.14
1457.0,1849.8240399999909,4095.4,1954.6
1457.0,1849.9886399999907,4095.4,1936.34
1457.0,1850.2213399999907,4095.4,1872.26
